episode,total_reward,critic_loss,actor_loss_sim,actor_loss_real,physics_loss,steps
0,-123.9231835603714,0.0,0.0,0.0,0.0,135
1,-141.41381937265396,0.0,0.0,0.0,0.0,135
2,-111.73327121138573,0.0,0.0,0.0,0.0,135
3,-160.8315944671631,0.0,0.0,0.0,0.0,135
4,-124.17298510670662,0.0,0.0,0.0,0.0,135
5,-289.4153801500797,0.0673009604215622,0.05076710134744644,0.3606931269168854,42.2636604309082,135
6,-345.910303235054,0.058447979390621185,0.575878918170929,1.6526856422424316,46.1155891418457,135
7,-341.0233816578984,0.19314542412757874,2.389939546585083,3.6282501220703125,46.17325210571289,135
8,-334.92912009358406,0.29130542278289795,3.5526652336120605,6.008915424346924,46.76874542236328,135
9,-244.26359608769417,0.8939946293830872,4.5363006591796875,8.797098159790039,47.057579040527344,135
10,-147.7810054421425,0.7919883728027344,3.6632118225097656,9.285256385803223,46.54584884643555,135
11,-149.4876872897148,0.6740957498550415,4.534242630004883,9.281600952148438,48.24245071411133,135
12,-146.53298276662827,0.6726889610290527,9.247627258300781,8.919515609741211,47.05768585205078,135
13,-124.05633842178213,0.5742429494857788,9.392516136169434,8.831602096557617,46.35511016845703,135
14,-83.68052691671983,0.484857976436615,9.536809921264648,9.229253768920898,46.17373275756836,135
15,-79.12578688509893,0.20869112014770508,-9.520622253417969,2.1108851432800293,46.416316986083984,135
16,-78.92300969852477,0.08223211020231247,-9.571968078613281,-1.2151204347610474,47.512229919433594,135
17,-79.7894421639503,0.22933341562747955,-9.661847114562988,-5.5796966552734375,48.79661560058594,135
18,-79.6287809725145,0.7021677494049072,-9.706470489501953,-8.712677001953125,49.65079879760742,135
19,-82.88296510391592,0.8002214431762695,-9.7100191116333,-8.986156463623047,50.108795166015625,135
20,-81.92765901605162,0.7714155912399292,-9.761514663696289,-9.177699089050293,50.55042266845703,135
21,-79.73583953131856,0.8212810754776001,-9.754827499389648,-9.147797584533691,51.222774505615234,135
22,-79.85497647165721,0.69074547290802,9.2576904296875,-8.181861877441406,51.35208511352539,135
23,-79.59915626119619,0.076360322535038,9.598161697387695,0.15821188688278198,51.79395294189453,135
24,-82.60575902016353,1.951615810394287,5.032115936279297,8.67288589477539,51.499935150146484,135
25,-81.58215397475942,1.4571712017059326,-9.453730583190918,8.577232360839844,51.30883026123047,135
26,-92.66258618235588,1.521653413772583,-9.756125450134277,9.302913665771484,51.39021301269531,135
27,-147.08299911022186,2.1743829250335693,-9.718169212341309,9.1228609085083,51.847923278808594,135
28,-146.84943494200706,2.05039119720459,-9.963441848754883,8.81592845916748,51.935264587402344,135
29,-148.10154536366463,1.0581871271133423,-9.86568832397461,9.119407653808594,51.89944076538086,135
30,-149.63786080479622,1.0679998397827148,-9.967669486999512,9.109821319580078,52.06574630737305,135
31,-145.08951944112778,2.9096245765686035,-9.975902557373047,-8.62303638458252,52.42054748535156,135
32,-92.92228748758498,3.6453099250793457,-9.958141326904297,-9.141412734985352,52.649967193603516,135
33,-80.01535296609654,5.153952598571777,-10.0,-9.365072250366211,52.930274963378906,135
34,-80.32237316357532,6.925975799560547,-10.0,-8.987022399902344,53.03270721435547,135
35,-78.89749191188821,8.295623779296875,-10.0,-9.158197402954102,52.21289825439453,135
36,-80.8271825427837,4.233306884765625,-10.0,-9.559127807617188,52.872169494628906,135
37,-76.35809713075287,3.541597604751587,-10.0,-9.583540916442871,52.773963928222656,135
38,-80.75463999433487,7.454230308532715,-10.0,-9.489704132080078,52.93883514404297,135
39,-82.6308635523219,4.814905643463135,-10.0,-9.496622085571289,52.813472747802734,135
40,-76.86091547776596,3.6406192779541016,-10.0,-9.76070785522461,53.035804748535156,135
41,-82.23204243371765,3.115091323852539,-10.0,-9.616893768310547,52.96107864379883,135
42,-80.35743280814859,2.9581470489501953,-10.0,-9.663656234741211,52.91748046875,135
43,-79.05683273667091,2.1288249492645264,-10.0,-9.73508071899414,52.72406005859375,135
44,-82.82598504441012,1.928688883781433,-10.0,-9.859724044799805,52.969303131103516,135
45,-81.58754078149286,1.3256721496582031,-10.0,-9.699296951293945,52.800506591796875,135
46,-81.19881641853499,1.4081220626831055,9.988321304321289,-9.700368881225586,52.86309814453125,135
47,-142.22830340266228,2.076263427734375,-10.0,-9.844857215881348,52.25904083251953,135
48,-150.53671154379845,1.4193236827850342,-10.0,-9.68608283996582,51.81095504760742,135
49,-146.7728013396263,1.4396944046020508,-9.993693351745605,-9.633590698242188,51.79888153076172,135
50,-143.76426422595978,1.425560474395752,-10.0,-9.75855827331543,51.771705627441406,135
51,-145.30478325486183,2.014038562774658,-9.864930152893066,-9.561094284057617,51.1264533996582,135
52,-149.09605279564857,1.3249890804290771,-10.0,-9.574771881103516,52.87847137451172,135
53,-144.7240645289421,1.6397087574005127,9.949478149414062,-9.728586196899414,53.36579132080078,135
54,-144.49750638008118,1.3224706649780273,-10.0,-9.863630294799805,52.0421028137207,135
55,-147.3101813197136,1.0575259923934937,-10.0,-9.725848197937012,53.78577423095703,135
56,-147.4060113132,1.1694262027740479,-10.0,-9.684852600097656,52.62116622924805,135
57,-146.56428092718124,1.2090818881988525,-10.0,-9.804704666137695,52.98893737792969,135
58,-148.24093249440193,0.8332664370536804,10.0,-9.764575958251953,53.28691101074219,135
59,-147.7977298796177,0.935093104839325,-10.0,-9.576461791992188,53.68257141113281,135
60,-147.64541190862656,0.8632097244262695,9.83067512512207,-9.745415687561035,53.779998779296875,135
61,-150.48067784309387,0.8881305456161499,9.810121536254883,-9.473268508911133,54.37432861328125,135
62,-276.11199498176575,0.7153075337409973,-9.913147926330566,-9.621347427368164,53.99861145019531,135
63,-297.14921605587006,0.8188788890838623,-9.95191478729248,-9.786544799804688,54.0932502746582,135
64,-149.74599382281303,1.1956257820129395,-10.0,-9.70521354675293,53.79412841796875,135
65,-149.07384103536606,1.0928103923797607,-10.0,-9.48244857788086,53.97715377807617,135
66,-156.76402348279953,0.9225068092346191,-10.0,-9.64248275756836,53.83095169067383,135
67,-348.00190925598145,0.866604208946228,-10.0,-9.600381851196289,53.652076721191406,135
68,-349.80199790000916,1.1416046619415283,-10.0,-9.521095275878906,53.906280517578125,135
69,-347.8695660829544,0.9593743085861206,-10.0,-9.423613548278809,53.88015365600586,135
70,-349.5301990509033,0.817767858505249,-9.951826095581055,-9.701783180236816,53.815406799316406,135
71,-348.1501395702362,0.7711707353591919,-10.0,-9.874207496643066,53.66035079956055,135
72,-350.41163170337677,0.6642791628837585,-10.0,-9.732561111450195,53.784297943115234,135
73,-349.67506897449493,0.9239238500595093,-10.0,-9.52182388305664,53.115478515625,135
74,-350.2573232650757,0.7443442344665527,-10.0,-9.71923828125,53.08439254760742,135
75,-344.9789288043976,0.8382471799850464,-9.980384826660156,-9.67464542388916,53.54770278930664,135
76,-346.5599185228348,0.6126482486724854,-9.994325637817383,-9.757930755615234,53.451290130615234,135
77,-350.0507928133011,0.5730049014091492,-10.0,-9.541545867919922,53.23509216308594,135
78,-344.88632452487946,0.5848033428192139,-10.0,-9.66451358795166,53.32228088378906,135
79,-349.3022872209549,0.8058621883392334,-10.0,-9.828006744384766,53.39167022705078,135
80,-348.4173424243927,0.8938902020454407,-9.994619369506836,-9.628334045410156,52.90335464477539,135
81,-341.9957139790058,0.9882450103759766,-10.0,-9.544340133666992,53.0543098449707,135
82,-199.27644154429436,0.8030703067779541,-10.0,-9.743108749389648,52.94830322265625,135
83,-221.82589465379715,0.7440817356109619,-10.0,-9.405628204345703,52.84305953979492,135
84,-348.2841784954071,0.5071082711219788,-10.0,-9.810928344726562,53.04170227050781,135
85,-173.28283807635307,0.5798501968383789,-10.0,-9.752243995666504,52.589622497558594,135
86,-145.53447705507278,0.473314493894577,-9.978853225708008,-9.591638565063477,52.77018356323242,135
87,-260.347156226635,0.688032865524292,9.996522903442383,-9.639686584472656,52.514041900634766,135
88,-350.3606650829315,0.8596314787864685,-9.941065788269043,-9.621917724609375,52.14608383178711,135
89,-285.65957048535347,49.73801040649414,10.0,8.980714797973633,52.19536209106445,135
90,-146.98126330971718,11.322080612182617,10.0,8.888185501098633,51.819908142089844,135
91,-144.8581967651844,8.939523696899414,10.0,8.835491180419922,51.945701599121094,135
92,-146.87094259262085,6.250124931335449,10.0,9.349576950073242,51.770687103271484,135
93,-148.06989669799805,4.6444549560546875,10.0,9.439884185791016,51.66899490356445,135
94,-148.18799674510956,3.4775195121765137,10.0,9.62419319152832,51.85617446899414,135
95,-148.74430730938911,2.2656702995300293,10.0,9.514167785644531,51.802642822265625,135
96,-148.52214962244034,1.912368655204773,10.0,9.720261573791504,52.017513275146484,135
97,-146.76200786232948,2.116365671157837,10.0,9.624696731567383,51.885990142822266,135
98,-147.83360853791237,2.3036861419677734,10.0,9.430791854858398,52.181922912597656,135
99,-145.7532615661621,2.069662570953369,10.0,9.684391021728516,51.473411560058594,135
100,-145.798246383667,3.1883068084716797,10.0,9.258526802062988,51.788902282714844,135
101,-148.03851354122162,2.0775818824768066,10.0,9.695932388305664,51.76161193847656,135
102,-147.35567817091942,1.7427964210510254,10.0,9.644131660461426,51.65464401245117,135
103,-147.40036368370056,1.923557162284851,10.0,9.437261581420898,51.87704849243164,135
104,-146.82679110765457,2.3586320877075195,10.0,9.605300903320312,52.04595184326172,135
105,-147.73622569441795,2.6225194931030273,10.0,9.750536918640137,51.60426712036133,135
106,-146.36100721359253,2.1515302658081055,10.0,9.62961196899414,51.86684799194336,135
107,-145.99996104836464,1.1958143711090088,10.0,9.73954963684082,52.000205993652344,135
108,-147.93842658400536,2.7500510215759277,10.0,8.904440879821777,52.1201171875,135
109,-147.25320088863373,2.1572489738464355,10.0,9.762435913085938,52.09376907348633,135
110,-146.58998727798462,1.000274658203125,10.0,9.627429008483887,51.813926696777344,135
111,-149.50984945893288,2.2463274002075195,10.0,9.593961715698242,51.8487434387207,135
112,-148.18921074271202,1.2677346467971802,-9.726055145263672,9.75909423828125,51.6450080871582,135
113,-149.3482210636139,1.9070303440093994,10.0,9.524364471435547,50.8283576965332,135
114,-144.79588788747787,2.0295605659484863,9.982412338256836,9.45567798614502,50.47465896606445,135
115,-148.24825686216354,1.2211246490478516,-9.994184494018555,9.728507041931152,50.8731575012207,135
116,-147.70223107933998,2.219606399536133,-10.0,9.856202125549316,50.77177429199219,135
117,-146.48281252384186,1.2338714599609375,-10.0,9.722023010253906,50.967315673828125,135
118,-148.51029178500175,1.0569061040878296,-10.0,9.764406204223633,51.16258239746094,135
119,-144.70206540822983,608.26708984375,-10.0,6.4406633377075195,51.713687896728516,135
120,-145.29271578788757,19.231386184692383,-10.0,-8.79749870300293,51.47451400756836,135
121,-147.80614858865738,6.431082725524902,-10.0,-9.335182189941406,51.2088623046875,135
122,-146.2963479757309,4.111043930053711,-10.0,-9.050731658935547,51.452938079833984,135
123,-150.40092998743057,3.1164069175720215,-10.0,-9.233375549316406,51.208106994628906,135
124,-143.8680363893509,2.4569435119628906,-10.0,-9.570371627807617,51.1290168762207,135
125,-144.38456135988235,2.0999414920806885,-10.0,-9.625638961791992,51.25297546386719,135
126,-145.98829886317253,2.423499345779419,-10.0,-9.425240516662598,51.28465270996094,135
127,-148.78149130940437,2.6988472938537598,-10.0,-9.521421432495117,51.22264099121094,135
128,-146.7925241291523,1.9885594844818115,-10.0,-9.376358032226562,51.300899505615234,135
129,-146.2021405994892,1.8695993423461914,-10.0,-9.700721740722656,51.162349700927734,135
130,-149.71923446655273,1.8355207443237305,-10.0,-9.41186809539795,51.42835998535156,135
131,-146.42422819137573,1.469365119934082,-10.0,-9.708911895751953,50.99697494506836,135
132,-148.58456113934517,1.9569364786148071,-10.0,-9.352014541625977,51.18430709838867,135
133,-143.8090901374817,1.7126429080963135,-10.0,-9.818609237670898,51.16425704956055,135
